id,C,n_estimators,learning_rate_hist,learning_rate_cat,max_leaf_nodes,keep_percentage,latitude_oof,longitude_oof,oof
318.0,13.57,277.0,0.11,0.03,4.0,0.98,0.4417,0.5256,0.4837
319.0,16.74,1239.0,0.02,0.06,49.0,1.0,0.4434,0.5296,0.4865
320.0,2.79,946.0,0.14,0.01,4.0,0.94,0.4414,0.5253,0.4834
321.0,19.7,1365.0,0.19,0.02,50.0,0.95,0.4422,0.5252,0.4837
322.0,19.35,1739.0,0.12,0.01,38.0,0.98,0.4417,0.5248,0.4832
323.0,0.83,492.0,0.16,0.03,63.0,0.58,0.4427,0.5258,0.4843
324.0,0.83,1813.0,0.11,0.08,4.0,0.97,0.4421,0.5263,0.4842
325.0,0.98,608.0,0.05,0.03,63.0,0.99,0.4414,0.5248,0.4831
326.0,3.08,1463.0,0.07,0.02,28.0,1.0,0.4412,0.5244,0.4828
327.0,3.17,100.0,0.9,0.12,4.0,0.98,0.4421,0.5254,0.4838
328.0,17.4,1270.0,0.02,0.02,62.0,0.5,0.4437,0.53,0.4869
329.0,17.03,903.0,0.84,0.03,4.0,0.58,0.4425,0.5253,0.4839
330.0,0.89,1510.0,0.09,0.07,57.0,0.99,0.4424,0.5259,0.4841
331.0,3.35,1442.0,0.03,0.01,63.0,0.99,0.4415,0.5256,0.4836
332.0,2.47,1403.0,0.08,0.03,63.0,0.71,0.4427,0.5256,0.4841
333.0,17.76,1402.0,0.07,0.01,63.0,0.93,0.442,0.525,0.4835
334.0,0.11,1488.0,0.04,0.16,29.0,0.99,0.4431,0.5272,0.4851
335.0,1.01,1837.0,0.02,0.06,62.0,0.86,0.4441,0.5305,0.4873
336.0,19.33,1713.0,0.36,0.02,4.0,0.96,0.4424,0.5255,0.4839
337.0,19.95,1190.0,0.02,0.05,21.0,1.0,0.4432,0.5295,0.4863
338.0,18.39,1082.0,0.14,0.04,4.0,0.98,0.4415,0.5252,0.4834
339.0,19.51,1359.0,0.06,0.02,25.0,0.96,0.4414,0.5247,0.483
340.0,19.75,731.0,0.17,0.05,4.0,0.61,0.4424,0.5257,0.4841
341.0,16.53,1642.0,0.04,0.01,5.0,1.0,0.4421,0.5254,0.4838
342.0,7.78,1363.0,0.01,0.03,33.0,0.95,0.4519,0.5513,0.5016
343.0,19.05,1349.0,0.97,0.06,62.0,0.74,0.4505,0.5327,0.4916
344.0,18.72,1348.0,0.08,0.04,6.0,0.76,0.4423,0.5253,0.4838
345.0,1.63,1542.0,0.12,0.05,62.0,0.83,0.4433,0.5257,0.4845
346.0,2.18,1419.0,0.87,0.05,7.0,0.89,0.4426,0.5256,0.4841
347.0,0.24,1541.0,0.03,0.05,5.0,0.86,0.4436,0.5267,0.4851
348.0,18.89,1335.0,0.83,0.05,21.0,0.84,0.4454,0.5269,0.4861
349.0,19.43,1716.0,0.02,0.05,20.0,0.96,0.4434,0.5298,0.4866
350.0,0.25,1469.0,0.13,0.06,62.0,0.6,0.4437,0.5266,0.4851
351.0,0.28,1328.0,0.33,0.04,4.0,0.83,0.4432,0.526,0.4846
352.0,19.87,1603.0,0.13,0.04,36.0,0.99,0.4421,0.5252,0.4836
353.0,0.49,1596.0,0.02,0.03,29.0,0.93,0.4434,0.5295,0.4864
354.0,13.64,991.0,0.09,0.06,4.0,0.98,0.4418,0.5251,0.4834
355.0,18.98,928.0,0.18,0.02,37.0,0.89,0.4423,0.5252,0.4837
356.0,19.05,1320.0,0.02,0.02,44.0,0.96,0.44299999999999995,0.5293,0.4861
357.0,0.9,768.0,0.71,0.02,4.0,0.94,0.4416,0.5252,0.4834
358.0,19.62,603.0,0.06,0.06,63.0,0.95,0.4419,0.5249,0.4834
359.0,0.56,1891.0,0.04,0.08,24.0,1.0,0.4421,0.526,0.4841
360.0,14.64,464.0,0.05,0.04,63.0,0.66,0.4422,0.5254,0.4838
361.0,17.17,1057.0,0.15,0.03,4.0,0.87,0.4425,0.5253,0.4839
362.0,19.22,1964.0,0.27,0.01,63.0,0.88,0.4431,0.5261,0.4846
363.0,0.2,1428.0,0.06,0.03,5.0,0.6,0.4426,0.5258,0.4842
364.0,5.31,1099.0,0.15,0.02,4.0,0.98,0.4414,0.525,0.4832
365.0,19.75,1394.0,0.87,0.01,5.0,0.89,0.4417,0.5257,0.4837
366.0,0.29,1880.0,0.05,0.01,62.0,1.0,0.4414,0.5248,0.4831
367.0,19.84,992.0,0.37,0.03,62.0,0.71,0.4445,0.5266,0.4856
368.0,1.75,888.0,0.83,0.01,4.0,0.91,0.4424,0.5257,0.4841
369.0,18.47,528.0,0.03,0.01,62.0,0.9,0.4429,0.5263,0.4846
370.0,12.53,1741.0,0.11,0.01,61.0,0.99,0.4419,0.5247,0.4833
371.0,18.25,1060.0,0.25,0.06,63.0,0.98,0.4433,0.5266,0.4849
372.0,18.63,1515.0,0.06,0.06,19.0,0.97,0.4419,0.5252,0.4835
373.0,0.11,1108.0,0.07,0.06,63.0,0.72,0.443,0.5262,0.4846
374.0,19.15,1442.0,0.95,0.01,20.0,0.92,0.4455,0.5278,0.4867
375.0,19.68,1787.0,0.38,0.02,4.0,0.88,0.4424,0.5256,0.484
376.0,7.49,595.0,0.08,0.02,17.0,0.67,0.4418,0.525,0.4834
377.0,19.01,257.0,0.06,0.05,53.0,0.89,0.4419,0.5248,0.4834
378.0,19.48,1394.0,0.08,0.01,54.0,0.98,0.4416,0.5249,0.4833
379.0,17.28,776.0,0.1,0.05,63.0,0.85,0.4427,0.5254,0.4841
380.0,10.9,931.0,0.13,0.04,22.0,0.53,0.4424,0.5256,0.484
381.0,19.83,399.0,0.02,0.03,4.0,0.81,0.4441,0.5316,0.4879
382.0,17.35,428.0,0.03,0.11,25.0,0.56,0.44299999999999995,0.5266,0.4848
383.0,18.65,687.0,0.08,0.04,39.0,0.73,0.4422,0.5254,0.4838
384.0,0.83,688.0,0.51,0.05,4.0,0.56,0.4427,0.5256,0.4841
385.0,0.92,716.0,0.05,0.06,4.0,0.92,0.4428,0.5253,0.484
386.0,19.28,706.0,0.15,0.05,4.0,0.58,0.4424,0.5257,0.484
387.0,19.19,1408.0,0.17,0.03,10.0,0.68,0.4423,0.5252,0.4838
388.0,15.22,192.0,0.1,0.01,4.0,0.72,0.445,0.5362,0.4906
389.0,19.86,330.0,0.04,0.05,24.0,0.54,0.4421,0.5253,0.4837
390.0,19.9,118.0,0.95,0.03,29.0,0.81,0.4475,0.5289,0.4882
391.0,8.35,516.0,0.04,0.02,12.0,0.7,0.4418,0.5254,0.4836
392.0,10.77,1944.0,0.06,0.01,16.0,0.68,0.4418,0.525,0.4834
393.0,19.23,373.0,0.01,0.02,34.0,1.0,0.4534,0.5526,0.503
394.0,0.16,329.0,0.44,0.05,26.0,0.58,0.4435,0.5268,0.4851
395.0,18.41,283.0,0.96,0.05,4.0,0.65,0.4428,0.5252,0.484
396.0,0.77,1987.0,0.09,0.02,40.0,0.91,0.4421,0.5249,0.4835
397.0,0.31,1707.0,0.11,0.02,57.0,0.88,0.4424,0.5252,0.4838
398.0,0.9,366.0,0.1,0.11,63.0,0.64,0.4432,0.526,0.4846
399.0,18.52,448.0,0.47,0.09,4.0,0.55,0.4434,0.5256,0.4845
400.0,1.06,1507.0,0.07,0.01,62.0,0.95,0.4414,0.5248,0.4831
401.0,1.2,413.0,0.57,0.07,63.0,0.55,0.4455,0.5281,0.4868
402.0,0.93,1983.0,0.03,0.07,62.0,0.67,0.4434,0.5275,0.4854
403.0,18.79,935.0,0.24,0.05,4.0,0.62,0.4427,0.5259,0.4843
404.0,16.32,511.0,0.04,0.1,48.0,0.52,0.4429,0.5261,0.4845
405.0,0.74,196.0,0.3,0.06,62.0,0.63,0.4434,0.5265,0.4849
406.0,19.02,1566.0,0.04,0.02,14.0,1.0,0.4415,0.5248,0.4831
407.0,0.59,601.0,0.04,0.08,4.0,0.54,0.4434,0.5265,0.485
408.0,2.73,100.0,0.92,0.9,4.0,0.99,0.4454,0.5293,0.4873
409.0,14.18,312.0,0.94,0.01,22.0,0.51,0.4468,0.5287,0.4877
410.0,0.69,1603.0,0.05,0.02,63.0,0.72,0.4422,0.5252,0.4837
411.0,19.25,671.0,0.12,0.01,4.0,0.97,0.4419,0.5255,0.4837
412.0,0.18,800.0,0.13,0.01,28.0,0.7,0.4425,0.526,0.4842
413.0,18.61,1579.0,0.02,0.02,43.0,0.94,0.443,0.5293,0.4861
414.0,0.12,1425.0,0.07,0.02,61.0,0.94,0.4419,0.525,0.4835
415.0,2.97,1845.0,0.1,0.02,30.0,0.97,0.4414,0.5244,0.4829
416.0,1.09,380.0,0.09,0.19,5.0,0.5,0.4431,0.5268,0.4849
417.0,12.5,199.0,0.04,0.02,51.0,0.58,0.443,0.5262,0.4846
418.0,5.33,789.0,0.16,0.03,63.0,0.93,0.4428,0.5255,0.4841
419.0,19.91,1492.0,0.01,0.03,18.0,0.97,0.4519,0.5516,0.5018
420.0,18.02,1461.0,0.42,0.02,5.0,0.83,0.4424,0.5251,0.4838
421.0,17.08,1531.0,0.2,0.03,6.0,0.66,0.4424,0.5255,0.4839
422.0,2.14,1471.0,0.38,0.01,48.0,0.94,0.4425,0.5256,0.484
423.0,16.66,151.0,0.04,0.04,49.0,0.55,0.4428,0.5257,0.4843
424.0,0.21,1205.0,0.04,0.03,38.0,0.93,0.442,0.5252,0.4836
425.0,0.35,969.0,0.07,0.04,4.0,0.74,0.4424,0.5257,0.484
426.0,0.74,1007.0,0.19,0.03,28.0,0.92,0.4421,0.5248,0.4834
427.0,3.41,1494.0,0.03,0.01,44.0,0.81,0.4419,0.5257,0.4838
428.0,18.88,350.0,0.13,0.01,4.0,0.6,0.44299999999999995,0.5265,0.4848
429.0,0.18,628.0,0.09,0.04,19.0,0.78,0.4419,0.5252,0.4836
430.0,1.41,633.0,0.09,0.01,4.0,0.91,0.4426,0.5256,0.4841
431.0,19.01,961.0,0.17,0.03,63.0,0.94,0.4422,0.5251,0.4837
432.0,0.47,1352.0,0.65,0.01,4.0,0.79,0.4419,0.5257,0.4838
433.0,7.76,1114.0,0.11,0.03,18.0,0.94,0.4413,0.5245,0.4829
434.0,18.21,1147.0,0.03,0.01,40.0,0.86,0.442,0.5259,0.484
435.0,0.37,1861.0,0.1,0.03,21.0,0.72,0.4422,0.5254,0.4838
436.0,18.64,1530.0,0.1,0.01,20.0,0.91,0.4417,0.5247,0.4832
437.0,0.79,1387.0,0.14,0.03,63.0,0.93,0.4427,0.5252,0.484
438.0,19.12,1110.0,0.07,0.01,63.0,0.63,0.4424,0.5255,0.4839
439.0,3.24,1999.0,0.04,0.05,44.0,0.61,0.4429,0.5265,0.4847
440.0,1.09,1289.0,0.01,0.01,63.0,0.61,0.4532,0.552,0.5026
441.0,17.63,1286.0,0.82,0.02,48.0,0.98,0.4467,0.5283,0.4875
442.0,7.9,1253.0,0.43,0.01,45.0,0.97,0.4429,0.5256,0.4843
443.0,12.88,1290.0,0.95,0.03,4.0,0.98,0.4422,0.5251,0.4836
444.0,0.96,1054.0,0.1,0.07,25.0,0.98,0.4419,0.5249,0.4834
445.0,4.73,1217.0,0.02,0.01,47.0,0.96,0.4429,0.5295,0.4862
446.0,11.64,218.0,0.95,0.03,4.0,0.99,0.4426,0.5254,0.484
447.0,0.52,1925.0,0.09,0.08,63.0,0.73,0.4436,0.5274,0.4855
448.0,4.46,648.0,0.21,0.03,63.0,0.57,0.4432,0.5261,0.4846
449.0,0.33,1136.0,0.14,0.09,4.0,0.78,0.4428,0.5267,0.4848
450.0,0.77,1144.0,0.18,0.01,22.0,0.93,0.4418,0.5249,0.4833
451.0,19.29,1511.0,0.03,0.1,52.0,0.96,0.4428,0.527,0.4849
452.0,7.86,765.0,0.02,0.04,7.0,0.52,0.4441,0.5303,0.4872
453.0,19.94,1097.0,0.03,0.05,63.0,0.91,0.4425,0.526,0.4843
454.0,0.62,100.0,0.71,0.15,28.0,0.52,0.4451,0.5272,0.4862
455.0,4.42,1326.0,0.6,0.06,56.0,0.97,0.4456,0.5285,0.487
456.0,19.89,1297.0,0.48,0.02,4.0,0.87,0.4428,0.5256,0.4842
457.0,1.83,577.0,0.01,0.02,48.0,0.58,0.4533,0.5521,0.5027
458.0,5.61,555.0,0.94,0.03,17.0,0.54,0.4455,0.5266,0.4861
459.0,1.69,593.0,0.98,0.02,16.0,0.83,0.4451,0.5262,0.4857
460.0,8.72,1526.0,0.03,0.02,4.0,0.97,0.4427,0.5265,0.4846
461.0,19.64,1842.0,0.02,0.03,40.0,0.96,0.443,0.5294,0.4862
462.0,10.17,948.0,0.05,0.04,47.0,0.94,0.4414,0.5248,0.4831
463.0,0.71,1066.0,0.01,0.03,34.0,1.0,0.452,0.5514,0.5017
464.0,0.12,1102.0,0.66,0.02,26.0,0.71,0.4441,0.527,0.4856
465.0,19.01,858.0,0.09,0.16,63.0,0.69,0.4443,0.5278,0.4861
466.0,6.38,112.0,0.28,0.04,50.0,0.5,0.4442,0.5264,0.4853
467.0,2.81,965.0,0.08,0.02,63.0,0.77,0.4421,0.5253,0.4837
468.0,0.8,1040.0,0.24,0.01,25.0,0.88,0.4421,0.5252,0.4836
469.0,19.23,1674.0,0.09,0.07,63.0,0.84,0.4436,0.5263,0.485
470.0,0.77,1794.0,0.04,0.02,33.0,0.94,0.4414,0.5247,0.483
471.0,0.12,1828.0,0.36,0.05,32.0,0.98,0.4438,0.5266,0.4852
472.0,9.91,605.0,0.01,0.06,62.0,0.65,0.4527,0.5522,0.5024
473.0,19.55,582.0,0.53,0.1,62.0,0.98,0.4455,0.5282,0.4868
474.0,0.27,642.0,0.27,0.06,63.0,0.91,0.4434,0.5262,0.4848
475.0,19.99,650.0,0.22,0.11,52.0,0.72,0.444,0.5272,0.4856
476.0,19.4,596.0,0.18,0.1,47.0,0.73,0.4435,0.5268,0.4852
477.0,0.4,659.0,0.08,0.03,52.0,0.97,0.4415,0.5248,0.4832
478.0,19.93,537.0,0.03,0.06,46.0,0.5,0.4429,0.5266,0.4847
479.0,1.79,1236.0,0.65,0.06,7.0,0.98,0.4419,0.5253,0.4836
480.0,1.97,1408.0,0.05,0.06,28.0,0.98,0.4418,0.525,0.4834
481.0,1.67,1662.0,0.18,0.03,63.0,0.93,0.4432,0.5256,0.4844
482.0,0.14,198.0,0.09,0.15,4.0,0.59,0.4428,0.526,0.4844
483.0,0.12,611.0,0.03,0.01,23.0,0.95,0.4428,0.5267,0.4848
484.0,19.35,1891.0,0.01,0.04,43.0,0.79,0.4523,0.5523,0.5023
485.0,19.84,747.0,0.48,0.03,32.0,1.0,0.4428,0.5263,0.4845
486.0,19.94,647.0,0.27,0.17,62.0,0.96,0.4444,0.5275,0.4859
487.0,19.86,1984.0,0.02,0.97,63.0,0.91,0.4556,0.5447,0.5002
488.0,2.77,1902.0,0.47,0.09,63.0,0.66,0.447,0.5297,0.4883
489.0,0.8,1961.0,0.12,0.07,63.0,0.85,0.4439,0.5266,0.4853
490.0,0.33,1921.0,0.79,0.08,12.0,0.98,0.4435,0.527,0.4853
491.0,0.48,750.0,0.92,0.01,34.0,0.96,0.4457,0.5286,0.4871
492.0,0.83,667.0,0.03,0.12,63.0,0.94,0.4424,0.526,0.4842
493.0,10.25,1940.0,0.58,0.03,63.0,0.91,0.4452,0.5289,0.4871
494.0,19.12,1044.0,0.51,0.07,63.0,0.5,0.4461,0.5289,0.4875
495.0,19.32,1785.0,0.03,0.03,19.0,0.92,0.4423,0.5257,0.484
496.0,3.77,298.0,0.14,0.03,48.0,0.62,0.4427,0.5253,0.484
497.0,19.83,1102.0,0.01,0.06,48.0,0.91,0.4521,0.5515,0.5018
498.0,19.66,1156.0,0.16,0.21,62.0,0.99,0.4445,0.5283,0.4864
499.0,19.51,1840.0,0.87,0.04,6.0,1.0,0.442,0.5259,0.484
500.0,2.47,1093.0,0.08,0.03,63.0,0.54,0.4429,0.526,0.4844
501.0,19.07,1827.0,0.21,0.05,63.0,0.96,0.4434,0.5263,0.4849
502.0,18.75,1140.0,0.22,0.03,62.0,0.5,0.4437,0.5267,0.4852
503.0,19.76,1739.0,0.78,0.03,5.0,0.92,0.4425,0.5256,0.4841
504.0,19.83,1779.0,0.35,0.04,61.0,0.99,0.4439,0.5269,0.4854
505.0,0.55,964.0,0.75,0.02,45.0,0.99,0.4449,0.5279,0.4864
506.0,19.96,481.0,0.25,0.13,63.0,0.97,0.4437,0.5269,0.4853
507.0,19.96,233.0,0.64,0.02,40.0,0.52,0.446,0.5278,0.4869
508.0,8.02,102.0,0.1,0.1,13.0,0.57,0.4418,0.5253,0.4835
509.0,1.34,466.0,0.06,0.18,63.0,0.77,0.4433,0.5262,0.4847
510.0,0.63,1879.0,0.66,0.02,12.0,0.98,0.4426,0.5251,0.4838
511.0,19.48,164.0,0.96,0.13,22.0,0.5,0.4465,0.5278,0.4872
512.0,16.71,542.0,0.04,0.09,27.0,0.94,0.4417,0.5249,0.4833
513.0,19.85,1538.0,0.1,0.08,60.0,0.96,0.4428,0.526,0.4844
514.0,19.56,705.0,0.05,0.02,49.0,0.93,0.4417,0.5248,0.4832
515.0,14.93,1690.0,0.02,0.02,62.0,0.99,0.443,0.5294,0.4862
516.0,18.59,1263.0,0.05,0.01,50.0,0.97,0.4413,0.5247,0.483
517.0,1.22,275.0,0.87,0.04,4.0,0.71,0.4423,0.5256,0.4839
518.0,18.01,1100.0,0.07,0.06,11.0,0.95,0.4416,0.5248,0.4832
519.0,1.92,1226.0,0.05,0.03,14.0,1.0,0.4412,0.5246,0.4829
520.0,5.47,1991.0,0.11,0.01,28.0,0.96,0.4413,0.5245,0.4829
521.0,0.43,1921.0,0.14,0.02,38.0,0.9,0.4422,0.5251,0.4836
522.0,18.37,1999.0,0.05,0.08,22.0,0.51,0.4434,0.5272,0.4853
523.0,19.72,548.0,0.04,0.15,63.0,0.97,0.4426,0.5259,0.4842
524.0,0.13,1113.0,0.06,0.02,17.0,1.0,0.4414,0.525,0.4832
525.0,11.39,422.0,0.06,0.04,11.0,0.51,0.4418,0.5251,0.4835
526.0,9.79,303.0,0.03,0.03,62.0,0.57,0.4425,0.5262,0.4844
527.0,0.18,1696.0,0.03,0.01,26.0,0.72,0.442,0.5264,0.4842
528.0,17.77,275.0,0.02,0.02,52.0,0.54,0.4446,0.5304,0.4875
529.0,19.25,231.0,0.08,0.87,4.0,0.68,0.4473,0.5322,0.4897
530.0,0.17,1738.0,0.28,0.02,46.0,0.96,0.4428,0.5254,0.4841
531.0,2.0,339.0,0.08,0.02,39.0,0.5,0.4427,0.5254,0.484
532.0,19.85,1186.0,0.3,0.03,41.0,0.95,0.4429,0.5254,0.4842
533.0,0.69,863.0,0.85,0.02,24.0,0.93,0.4447,0.5269,0.4858
534.0,0.16,650.0,0.63,0.03,29.0,0.95,0.4438,0.5264,0.4851
535.0,7.5,1070.0,0.15,0.03,63.0,0.77,0.443,0.5255,0.4843
536.0,0.3,1236.0,0.03,0.04,18.0,0.94,0.4419,0.5257,0.4838
537.0,17.89,1618.0,0.09,0.01,21.0,0.9,0.4416,0.5247,0.4831
538.0,19.25,1270.0,0.29,0.14,4.0,0.97,0.44299999999999995,0.5269,0.4849
539.0,0.8,1621.0,0.08,0.01,36.0,0.94,0.4412,0.5246,0.4829
540.0,10.65,1848.0,0.09,0.02,14.0,0.99,0.4413,0.5244,0.4829
541.0,0.87,743.0,0.19,0.03,63.0,0.65,0.4431,0.5261,0.4846
542.0,2.69,1318.0,0.25,0.06,16.0,1.0,0.4421,0.5251,0.4836
543.0,1.15,1969.0,0.19,0.02,18.0,0.79,0.4422,0.5251,0.4837
544.0,15.68,1242.0,0.12,0.02,11.0,1.0,0.4412,0.5246,0.4829
545.0,9.56,1468.0,0.03,0.01,17.0,0.99,0.4415,0.5255,0.4835
546.0,19.44,591.0,0.16,0.04,27.0,0.86,0.4422,0.525,0.4836
547.0,15.19,1135.0,0.01,0.02,11.0,0.97,0.4524,0.5519,0.5022
548.0,19.61,1163.0,0.49,0.46,5.0,0.57,0.4458,0.5324,0.4891
549.0,0.41,1154.0,0.93,0.02,5.0,0.91,0.4422,0.5259,0.484
550.0,19.01,1104.0,0.71,0.06,5.0,0.54,0.4435,0.5259,0.4847
551.0,19.05,402.0,0.64,0.08,63.0,0.69,0.446,0.5288,0.4874
552.0,0.19,1131.0,0.21,0.01,37.0,0.63,0.4427,0.526,0.4844
553.0,1.57,1566.0,0.1,0.04,27.0,0.6,0.4427,0.5257,0.4842
554.0,19.84,1205.0,0.99,0.03,28.0,0.65,0.4468,0.5288,0.4878
555.0,19.65,720.0,0.22,0.02,61.0,0.98,0.4424,0.5257,0.4841
556.0,0.4,1669.0,0.17,0.01,20.0,0.79,0.4419,0.5252,0.4835
557.0,19.63,787.0,0.07,0.02,5.0,0.81,0.4422,0.5253,0.4837
558.0,0.4,997.0,0.55,0.04,17.0,0.51,0.444,0.526,0.485
559.0,19.62,473.0,0.03,0.08,9.0,0.74,0.4425,0.5262,0.4844
560.0,0.21,152.0,0.09,0.22,63.0,0.87,0.4428,0.5256,0.4842
561.0,19.75,203.0,0.91,0.06,23.0,0.54,0.4458,0.527,0.4864
562.0,19.52,262.0,0.19,0.02,63.0,0.87,0.4434,0.5259,0.4847
563.0,0.57,1153.0,0.07,0.04,25.0,0.57,0.4423,0.5257,0.484
564.0,0.28,602.0,0.02,0.06,45.0,1.0,0.4431,0.5295,0.4863
565.0,1.51,476.0,0.04,0.01,16.0,0.58,0.4427,0.5258,0.4843
566.0,19.76,1675.0,0.04,0.01,40.0,0.84,0.4419,0.5251,0.4835
567.0,0.36,460.0,0.02,0.11,37.0,0.59,0.444,0.5305,0.4873
568.0,0.43,693.0,0.18,0.01,29.0,0.89,0.4426,0.5255,0.484
569.0,1.25,677.0,0.05,0.03,16.0,0.94,0.4411,0.5246,0.4828
570.0,0.33,548.0,0.12,0.03,63.0,0.99,0.4418,0.5251,0.4834
571.0,13.88,367.0,0.96,0.02,4.0,0.51,0.4435,0.5251,0.4843
572.0,0.72,255.0,0.27,0.02,63.0,0.63,0.4441,0.5263,0.4852
573.0,0.72,500.0,0.38,0.01,35.0,0.98,0.4432,0.5262,0.4847
574.0,7.76,578.0,0.1,0.01,15.0,0.97,0.4417,0.5249,0.4833
575.0,0.3,1523.0,0.06,0.04,63.0,0.53,0.4428,0.5265,0.4847
576.0,19.42,703.0,0.06,0.15,23.0,0.99,0.4424,0.5255,0.484
577.0,19.94,1154.0,0.14,0.1,4.0,0.72,0.4432,0.527,0.4851
578.0,19.93,1162.0,0.66,0.21,34.0,0.64,0.4478,0.5315,0.4896
579.0,17.93,100.0,0.09,0.33,63.0,0.55,0.4439,0.5268,0.4853
580.0,11.24,1300.0,0.04,0.04,48.0,0.98,0.4416,0.525,0.4833
581.0,0.19,1631.0,0.13,0.07,5.0,0.71,0.4426,0.5265,0.4845
582.0,19.6,1747.0,0.94,0.06,63.0,0.87,0.4495,0.5322,0.4908
583.0,0.45,1093.0,0.24,0.09,7.0,0.58,0.4428,0.5265,0.4846
584.0,16.37,1728.0,0.01,0.04,50.0,0.57,0.4531,0.5523,0.5027
585.0,2.48,1718.0,0.55,0.04,11.0,0.91,0.4426,0.5254,0.484
586.0,0.28,1646.0,0.08,0.1,43.0,1.0,0.4427,0.5264,0.4845
587.0,19.34,1687.0,0.71,0.04,30.0,0.99,0.445,0.5275,0.4862
588.0,1.06,1749.0,0.03,0.1,37.0,0.93,0.44299999999999995,0.5271,0.485
589.0,1.35,1793.0,0.12,0.02,62.0,0.9,0.4426,0.5252,0.4839
590.0,19.42,1749.0,0.2,0.1,26.0,0.92,0.4436,0.527,0.4853
591.0,0.8,1812.0,0.79,0.03,15.0,0.98,0.4435,0.5258,0.4847
592.0,19.8,1656.0,0.07,0.09,62.0,0.96,0.4428,0.5264,0.4846
593.0,0.22,1406.0,0.09,0.03,44.0,0.95,0.4419,0.5249,0.4834
594.0,10.74,1858.0,0.08,0.07,63.0,1.0,0.4428,0.5263,0.4845
595.0,0.26,1851.0,0.16,0.02,47.0,0.99,0.4421,0.5252,0.4836
596.0,0.17,213.0,0.93,0.03,4.0,0.5,0.4436,0.5263,0.485
597.0,19.65,1620.0,0.09,0.02,59.0,0.96,0.4421,0.525,0.4835
598.0,7.66,1981.0,0.81,0.02,17.0,0.55,0.4453,0.5258,0.4856
599.0,2.34,327.0,0.18,0.03,4.0,0.51,0.4423,0.5257,0.484
600.0,0.27,509.0,0.13,0.02,59.0,0.97,0.4421,0.5255,0.4838
601.0,19.92,318.0,0.12,0.12,48.0,0.56,0.4432,0.5261,0.4847
602.0,19.65,1010.0,0.06,0.05,49.0,0.71,0.4426,0.5258,0.4842
603.0,6.52,1961.0,0.04,0.01,4.0,0.99,0.4424,0.5255,0.4839
604.0,0.86,1791.0,0.53,0.01,47.0,0.98,0.4443,0.5269,0.4856
605.0,12.76,1733.0,0.05,0.02,15.0,0.98,0.4413,0.5246,0.4829
606.0,0.52,1735.0,0.25,0.01,30.0,0.98,0.4418,0.5252,0.4835
607.0,18.57,1620.0,0.33,0.08,4.0,0.92,0.4433,0.5264,0.4849
608.0,19.89,771.0,0.09,0.06,22.0,0.77,0.4422,0.5252,0.4837
609.0,1.37,1619.0,0.24,0.02,62.0,0.89,0.4432,0.5257,0.4844
610.0,0.3,822.0,0.03,0.02,30.0,0.95,0.4416,0.5258,0.4837
611.0,19.72,1413.0,0.03,0.01,18.0,0.97,0.4415,0.5255,0.4835
612.0,18.94,746.0,0.52,0.04,14.0,0.98,0.4424,0.525,0.4837
613.0,19.87,1843.0,0.11,0.03,22.0,0.98,0.4418,0.5248,0.4833
614.0,19.76,1442.0,0.04,0.04,45.0,0.93,0.4421,0.5253,0.4837
615.0,0.3,918.0,0.06,0.13,19.0,0.99,0.4424,0.5257,0.4841
616.0,18.97,139.0,0.35,0.06,55.0,0.86,0.4441,0.5265,0.4853
617.0,0.14,808.0,0.59,0.09,5.0,0.75,0.4427,0.5264,0.4845
618.0,17.04,1454.0,0.07,0.05,63.0,0.98,0.4425,0.5255,0.484
619.0,11.24,1826.0,0.44,0.02,4.0,0.99,0.4423,0.5254,0.4838
620.0,0.23,1118.0,0.07,0.02,32.0,0.56,0.4422,0.5255,0.4838
621.0,2.31,406.0,0.01,0.01,22.0,0.55,0.4562,0.5553,0.5058
622.0,8.34,432.0,0.41,0.98,63.0,0.95,0.4515,0.5381,0.4948
623.0,14.61,436.0,0.91,0.02,14.0,0.69,0.444,0.5259,0.485
624.0,19.68,424.0,0.77,0.18,45.0,0.62,0.4479,0.5298,0.4889
625.0,13.6,378.0,0.04,0.7,4.0,0.59,0.4472,0.5305,0.4889
626.0,1.25,1558.0,0.2,0.04,44.0,0.93,0.44299999999999995,0.5256,0.4843
627.0,0.19,478.0,0.91,0.09,4.0,0.67,0.443,0.5264,0.4847
628.0,19.0,417.0,0.91,0.11,9.0,0.97,0.4426,0.5252,0.4839
629.0,18.87,332.0,0.94,0.23,4.0,0.94,0.4431,0.5261,0.4846
630.0,19.88,804.0,0.02,0.03,22.0,0.99,0.4429,0.5293,0.4861
631.0,19.96,457.0,0.38,0.07,63.0,0.7,0.4443,0.5274,0.4858
632.0,1.05,869.0,0.14,0.06,63.0,0.6,0.4433,0.5259,0.4846
633.0,7.97,1476.0,0.04,0.05,4.0,0.91,0.4432,0.526,0.4846
634.0,19.83,938.0,0.12,0.11,38.0,0.52,0.4436,0.5271,0.4854
635.0,0.32,653.0,0.34,0.02,63.0,0.98,0.4429,0.5268,0.4848
636.0,19.24,883.0,0.05,0.01,63.0,0.89,0.4421,0.525,0.4836
637.0,0.41,1454.0,0.04,0.04,49.0,0.94,0.4416,0.5251,0.4834
638.0,12.05,694.0,0.04,0.01,4.0,0.93,0.4434,0.5262,0.4848
